internal_id,Indicator,indicator_id,measurement_type_id,Measure,how_calculated,display_type_id,DisplayType_desc,source_id,Source,SourceDescription,public_display_flag
2044,Arsenic in Drinking Water,436,118,Maximum Concentration,"<p>Samples are collected from entry points to the drinking water distribution system. Due to low levels of arsenic in NYC drinking water, samples may not be required every year; the most recent available sample result is used to calculate the maximum concentration. If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each year.</p>",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2044,Arsenic in Drinking Water,437,119,Number of Samples,Number of samples collected from entry points to the distribution system. ,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2044,Arsenic in Drinking Water,438,120,Number of Sample Locations,Number of sampling locations.,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2044,Arsenic in Drinking Water,528,169,Maximum Allowable Contaminant Level (MCL),<p>The highest level of arsenic that is allowed in drinking water according to regulatory standards.</p>,47,µg/L,38,US EPA,United States Environmental Protection Agency (EPA),Y
2046,Asthma Emergency Department Visits (Children 5 to 14 Yrs Old),452,2,Number,<p>Number of asthma-related emergency department (ED) visits among NYC resident children aged 5 to 14 years.</p>,10,,2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>An ED visit is included if it has an ICD-9 principal diagnosis code of 493 or an ICD-10 principal diagnosis code of J45. New York hospitals began using the ICD-10 system on October 1, 2015. Because the ICD systems are similar in how they classify childhood asthma, data can be compared across years.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2046,Asthma Emergency Department Visits (Children 5 to 14 Yrs Old),455,1,Estimated Annual Rate,"<p>Number of asthma-related emergency department (ED) visits among NYC resident children aged 5 to 14 years, divided by the population of children 5 to 14 years old, using NYC DOHMH intercensal estimates; expressed as cases per 10,000 residents.</p>",17,"per 10,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>An ED visit is included if it has an ICD-9 principal diagnosis code of 493 or an ICD-10 principal diagnosis code of J45. New York hospitals began using the ICD-10 system on October 1, 2015. Because the ICD systems are similar in how they classify childhood asthma, data can be compared across years.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2048,Asthma Emergency Department Visits (Children 0 to 4 Yrs Old),459,2,Number,<p>Number of asthma-related emergency department (ED) visits among NYC resident children up to 4 years old.</p>,10,,2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,<p>ED visits include both patients who are treated and released in the ED&nbsp;(outpatients) and who are admitted as inpatients through the emergency&nbsp;department.</p>,,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>An ED visit is included if it has an ICD-9 principal diagnosis code of 493 or an ICD-10 principal diagnosis code of J45. New York hospitals began using the ICD-10 system on October 1, 2015. Because the ICD systems are similar in how they classify childhood asthma, data can be compared across years.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2048,Asthma Emergency Department Visits (Children 0 to 4 Yrs Old),460,1,Estimated Annual Rate,"<p>Number of asthma-related emergency department (ED) visits among NYC resident children up to 4 years old, divided by the population of children up to 4 years old, using NYC DOHMH intercensal estimates; expressed as cases per 10,000 residents.</p>",17,"per 10,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,<p>ED visits include both patients who are treated and released in the ED&nbsp;(outpatients) and who are admitted as inpatients through the emergency&nbsp;department.</p>,,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>An ED visit is included if it has an ICD-9 principal diagnosis code of 493 or an ICD-10 principal diagnosis code of J45. New York hospitals began using the ICD-10 system on October 1, 2015. Because the ICD systems are similar in how they classify childhood asthma, data can be compared across years.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2049,Access to Alcohol,462,133,Number of Retail Outlets,Number of alcohol outlets with licenses allowing any alcohol to be purchased for off-premise consumption,10,,36,NYS Liquor Authority,New York State Liquor Authority,Y
2049,Access to Alcohol,463,135,Retail Outlet Density,"Number of alcohol outlets with licenses allowing any alcohol to be purchased for off-premise consumption divided by the population, using NYC DOHMH intercensal estimates; expressed as retail outlets per 100,000 residents",9,"per 100,000 residents",36,NYS Liquor Authority,New York State Liquor Authority,Y
2049,Access to Alcohol,464,132,Number of Service Outlets,Number of alcohol outlets with licenses allowing any alcohol to be purchased for on-premise consumption,10,,36,NYS Liquor Authority,New York State Liquor Authority,Y
2049,Access to Alcohol,465,134,Service Outlet Density,"Number of alcohol outlets with licenses allowing any alcohol to be purchased for on-premise consumption divided by the population, using NYC DOHMH intercensal estimates; expressed as service outlets per 100,000 residents ",9,"per 100,000 residents",36,NYS Liquor Authority,New York State Liquor Authority,Y
2050,Adults Reporting Heavy Drinking,466,2,Number,"Estimated number of adult males who reported having more  than 2 alcoholic beverages per day and adult woman having more than 1 drink per day, rounded to the nearest 1,000. Adults are age 18 years and older.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2050,Adults Reporting Heavy Drinking,467,5,Percent,"Estimated number of adult males who reported having more  than 2 alcoholic beverages per day and adult woman having more than 1 drink per day, divided by all adults in the area; expressed as percent. Adults are age 18 years and older. ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2051,Adults Who Binge Drink,469,2,Number,"Estimated number of adults who reported having 5 or more alcoholic beverages on one occasion in the past 30 days, rounded to the nearest 1,000. Note that as of 2011, quantity for women was changed to 4 or more beverages. ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2051,Adults Who Binge Drink,470,5,Percent,"Estimated number of adults who reported having 5 or more alcoholic beverages on one occasion in the past 30 days, divided by all adults in the area; expressed as an unadjusted percent. Note that as of 2011, quantity for women was changed to 4 or more beverages. ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2055,Youth Who Binge Drink,481,2,Number,"Estimated number of public high school students who reported having 5 or more alcoholic beverages in a row on one or more of the past 30 days, rounded to the nearest 1,000.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2055,Youth Who Binge Drink,482,5,Percent,"Estimated number of public high school students who reported having 5 or more alcoholic beverages in a row on one or more of the past 30 days, divided by the total number of public high school students; expressed as a percent. ",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2056,Underage Drinking,483,2,Number,"Estimated number of public high school students who reported having at least one alcoholic beverages on one or more of the past 30 days, rounded to the nearest 1,000. ",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2056,Underage Drinking,484,5,Percent,"Estimated number of public high school students who reported having at least one alcoholic beverages on one or more of the past 30 days, divided by the total number of public high school students; expressed as a percent.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2057,Youth Access to Alcohol,491,133,Number of Retail Outlets,Number of alcohol outlets with licenses allowing any alcohol to be purchased for off-premise consumption,10,,36,NYS Liquor Authority,New York State Liquor Authority,Y
2057,Youth Access to Alcohol,492,135,Retail Outlet Density,"Number of alcohol outlets with licenses allowing any alcohol to be purchased for off-premise consumption divided by the population of youths ages 13 to 19 years, using NYC DOHMH intercensal estimates; expressed as retail outlets per 10,000 residents",51,"per 10,000 youths",36,NYS Liquor Authority,New York State Liquor Authority,Y
2057,Youth Access to Alcohol,493,132,Number of Service Outlets,Number of alcohol outlets with licenses allowing any alcohol to be purchased for on-premise consumption,10,,36,NYS Liquor Authority,New York State Liquor Authority,Y
2057,Youth Access to Alcohol,494,134,Service Outlet Density,"Number of alcohol outlets with licenses allowing any alcohol to be purchased for on-premise consumption divided by the population of youths ages 13 to 19 years, using NYC DOHMH intercensal estimates; expressed as retail outlets per 10,000 residents",51,"per 10,000 youths",36,NYS Liquor Authority,New York State Liquor Authority,Y
2058,Adults Who Walk or Bike for Transportation,495,2,Number,"Estimated number of adults who reported having walked or bicycled more than 10 blocks to get to and from work, school, public transportation or to do errands, in the past 30 days, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2058,Adults Who Walk or Bike for Transportation,496,5,Percent,"Estimated number of adults who reported having walked or bicycled more than 10 blocks to get to and from work, school, public transportation or to do errands, in the past 30 days, divided by all adults in the area; expressed as a percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2059,Monthly Bicycle Use,497,2,Number,"Estimated number of adults who reported having ridden a bicycle in NYC at least once a month in the past year, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2059,Monthly Bicycle Use,498,5,Percent,"Estimated number of adults who reported having ridden a bicycle in NYC at least once a month in the past year, divided by all adults in the area; expressed as a percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2060,Adults Reporting Exercise in the Past 30 Days,499,2,Number,"Estimated number of adults who reported participating in any physical activities or exercises, such as running, calisthenics, golf, gardening, or walking for exercise, in the past 30 days, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2060,Adults Reporting Exercise in the Past 30 Days,500,5,Percent,"Estimated number of adults who reported participating in any physical activities or exercises, such as running, calisthenics, golf, gardening, or walking for exercise, in the past 30 days, divided by all adults in the area; expressed as a percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2061,Overweight or Obese Adults,501,2,Number,"Estimated number of adults classified as overweight or obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, rounded to the nearest 1,000. A BMI between 25 and 29.9 is classified as overweight, and a BMI of 30 or greater is classified as obese.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2061,Overweight or Obese Adults,502,5,Percent,"Estimated number of adults classified as overweight or obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, expressed as a percent. A BMI between 25 and 29.9 is classified as overweight, and a BMI of 30 or greater is classified as obese.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2062,Overweight or Obese Youth,503,2,Number,"Estimated number of high school students classified as overweight or obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, rounded to the nearest 1,000. A BMI between 25 and 29.9 is classified as overweight, and a BMI of 30 or greater is classified as obese.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2062,Overweight or Obese Youth,504,5,Percent,"Estimated number of high school students classified as overweight or obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, expressed as a percent. A BMI between 25 and 29.9 is classified as overweight, and a BMI of 30 or greater is classified as obese.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2063,Obese Adults,505,2,Number,"Estimated number of adults classified as obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, rounded to the nearest 1,000. A BMI of 30 or greater is classified as obese.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2063,Obese Adults,506,5,Percent,"Estimated number of adults classified as obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, expressed as a percent. A BMI of 30 or greater is classified as obese.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2064,Obese Youth,507,2,Number,"Estimated number of high school students classified as obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, rounded to the nearest 1,000. A BMI of 30 or greater is classified as obese.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2064,Obese Youth,508,5,Percent,"Estimated number of high school students classified as obese; based on the Body Mass Index (BMI) calculated from self-reported weight and height, expressed as a percent. A BMI of 30 or greater is classified as obese.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2065,Restaurants with A Grades,509,2,Number,"Number of currently operating restaurants with an ""A"" grade in the window.",10,,37,NYC FACTS,New York City Food Safety and Community Sanitation Tracking System,Y
2065,Restaurants with A Grades,510,5,Percent,"Percent of currently operating restaurants with an ""A"" grade in the window, divided by all currently operating restaurants, including those with a ""Grade Pending"" in the window. ",10,,37,NYC FACTS,New York City Food Safety and Community Sanitation Tracking System,Y
2073,Perception of Neighborhood Safety,892,278,Reporting Neighborhood Safe from Crime,"<p>Estimated number of adults who reported living in a neighborhood safe from crime rounded to the nearest 1,000.</p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2073,Perception of Neighborhood Safety,1058,327,Percent Neighborhood Safe from Crime,"<p><span>Estimated number of adults who reported living in a neighborhood safe from crime, divided by all adults in the area; expressed as percent.</span></p>",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2074,Heat Stress Deaths,534,2,Number,"<p>Number of deaths during warm season months of May-September&nbsp;with an underlying or contributing cause that includes excessive natural heat (ICD10 code X30) and effects of heat and light (ICD10 code T67), among NYC residents. This number includes only deaths directly attributed to heat on death certificates, which represent a small proportion of all heat-related deaths. Heat can exacerbate chronic conditions, resulting in death from natural causes that may not be labeled as heat-related on a death certificate (also called ""excess mortality."")&nbsp;More information about excess mortality associated with extreme heat in NYC is available <a href=""https://www.liebertpub.com/doi/abs/10.1089/hs.2015.0059?url_ver=Z39.88-2003&amp;rfr_id=ori:rid:crossref.org&amp;rfr_dat=cr_pub%3dpubmed"" target=""_blank"">here</a>.&nbsp;</p>",10,,4,NYC BVS,New York City Bureau of Vital Statistics,Y
2075,Heat Stress Emergency Department Visits,535,2,Number,"<p>The number of NYC residents treated in a NYC emergency department (ED) during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of visit and include those with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",10,,2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;&nbsp;&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases occuring before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2075,Heat Stress Emergency Department Visits,536,1,Estimated Annual Rate,"<p>The number of NYC residents treated in a NYC emergency department (ED) during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. Data are based on date of visit and include those with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;&nbsp;</p>,,,,,,
,,,,,"<p>Counts are divided by the population using NYC DOHMH intercensal estimates and expressed as cases per 100,000 residents.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases occuring before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2075,Heat Stress Emergency Department Visits,536,1,Estimated Annual Rate,"<p>The number of NYC residents treated in a NYC emergency department (ED) during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. Data are based on date of visit and include those with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",3,US Census,United States Census,Y
,,,,,<p>&nbsp;&nbsp;</p>,,,,,,
,,,,,"<p>Counts are divided by the population using NYC DOHMH intercensal estimates and expressed as cases per 100,000 residents.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases occuring before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2075,Heat Stress Emergency Department Visits,537,28,Age-Adjusted Rate,"<p>The number of NYC residents treated in a NYC emergency department (ED) during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. Data are based on date of visit and include those with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;&nbsp;</p>,,,,,,
,,,,,"<p><span>Counts are summed by 5-year age groups and divided by the population in each age group, using NYC DOHMH intercensal estimates; quotients are multiplied by the proportion of the 2000 US population in each age group. Age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 100,000 residents.</span></p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases occuring before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2075,Heat Stress Emergency Department Visits,537,28,Age-Adjusted Rate,"<p>The number of NYC residents treated in a NYC emergency department (ED) during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. Data are based on date of visit and include those with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",3,US Census,United States Census,Y
,,,,,<p>&nbsp;&nbsp;</p>,,,,,,
,,,,,"<p><span>Counts are summed by 5-year age groups and divided by the population in each age group, using NYC DOHMH intercensal estimates; quotients are multiplied by the proportion of the 2000 US population in each age group. Age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 100,000 residents.</span></p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases occuring before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2076,Heat Stress Hospitalizations,538,2,Number,"<p>The number of NYC residents admitted to a NYC hospital during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of admission and include those who were admitted&nbsp;with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",10,,2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases admitted before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2076,Heat Stress Hospitalizations,539,1,Estimated Annual Rate,"<p>The number of NYC residents admitted to a NYC hospital during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of admission and include those who were admitted&nbsp;with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>The numbers are divided by the population using NYC DOHMH intercensal estimates and expressed as cases per 100,000 residents.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases admitted before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2076,Heat Stress Hospitalizations,539,1,Estimated Annual Rate,"<p>The number of NYC residents admitted to a NYC hospital during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of admission and include those who were admitted&nbsp;with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",3,US Census,United States Census,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>The numbers are divided by the population using NYC DOHMH intercensal estimates and expressed as cases per 100,000 residents.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases admitted before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2076,Heat Stress Hospitalizations,540,28,Age-Adjusted Rate,"<p>The number of NYC residents admitted to a NYC hospital during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of admission and include those who were admitted&nbsp;with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Numbers are summed by 5-year age groups and divided by the population in each age group, using NYC DOHMH intercensal estimates. Quotients are multiplied by the proportion of the 2000 US population in each age group. The age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 100,000 residents.</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Notes: The coding system used to represent diagnoses changed in October 2015. Cases admitted before October 1, 2015 are represented by International Classification of Diseases (ICD), 9th Edition, Clinical Modification (ICD-9-CM) codes&nbsp;992.0-992.9, E900.0 or E900.9. Cases admitted on or after October 1, 2015, are represented by the ICD, 10th Edition, Clinical Modification (ICD-10-CM) codes&nbsp;T67, X30, X32.&nbsp; Cases with diagnoses represented by ICD-9-CM code E900.1 (if admitted before October 1, 2015) or ICD-10-CM code W92 (if admitted on or after October 1, 2015) were excluded. Because of the October 1, 2015 change in diagnostic codes from ICD-9-CM to ICD-10-CM, changes in numbers and rates over time should be interpreted with caution because they may be in part due to changes in the coding system.&nbsp;</p>",,,,,,
,,,,,<p>&nbsp;</p>,,,,,,
2076,Heat Stress Hospitalizations,540,28,Age-Adjusted Rate,"<p>The number of NYC residents admitted to a NYC hospital during the months of May-September for the effects of heat and light due to weather conditions or undetermined cause. Residents with a diagnosis of excessive heat due to non-environmental conditions were excluded. &nbsp;Data are based on date of admission and include those who were admitted&nbsp;with a diagnosis of heat-related illness, even if that was not the principal diagnosis. The data also include patients admitted to the hospital after being treated in an emergency department.&nbsp;</p>",9,"per 100,000 residents",3,US Census,United States Census,Y
,,,,,<p>&nbsp;</p>,,,,,,
,,,,,"<p>Numbers are summed by 5-year age groups and divided by the population in each age group, using NYC DOHMH intercensal estimates. Quotients are multiplied by the proportion of the 2000 US population in each age group. The age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 100,000 residents.</p>",,,,,,
