internal_id,Indicator,indicator_id,measurement_type_id,Measure,how_calculated,display_type_id,DisplayType_desc,source_id,Source,SourceDescription,public_display_flag
90,Heart Attack Hospitalizations,172,125,Age-adjusted rate - Adults 35 to 64 Yrs Old,"Number of NYC resident adults 35 to 64 years old hospitalized for heart attack (acute myocardial infarction), summed within 5-year age groups, and divided by the population in each age group, using NYC DOHMH intercensal estimates; quotients are multiplied by the proportion of the 2000 US population in each age group. Age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 10,000 residents. A hospitalization is included if it has an ICD-9 principal diagnosis code of 410 or an ICD-10 rincipal diagnosis code of I21 or I22 and excluded if the patient was transfered from one urgrent care facility within NYC to another.",17,"per 10,000",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
90,Heart Attack Hospitalizations,442,122,Number - Adults 65 Yrs and Older,Number of NYC resident adults 65 years and older hospitalized for heart attack (acute myocardial infarction).  A hospitalization is included if it has an ICD-9 principal diagnosis code of 410 or an ICD-10 rincipal diagnosis code of I21 or I22 and excluded if the patient was transfered from one urgrent care facility within NYC to another.,10,,2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
90,Heart Attack Hospitalizations,443,124,Rate - Adults 65 Yrs and Older,"Number of NYC resident adults 65 years and older hospitalized for heart attack (acute myocardial infarction) divided by the population 65 years and older; expressed as cases per 10,000 residents, using NYC DOHMH intercensal estimates.  A hospitalization is included if it has an ICD-9 principal diagnosis code of 410 or an ICD-10 rincipal diagnosis code of I21 or I22 and excluded if the patient was transfered from one urgrent care facility within NYC to another.",17,"per 10,000",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
90,Heart Attack Hospitalizations,444,126,Age-adjusted rate Adults - 65 Yrs and Older,"Number of NYC resident adults 65 years and older hospitalized for heart attack (acute myocardial infarction), summed within 5-year age groups, and divided by the population in each age group, using NYC DOHMH intercensal estimates; quotients are multiplied by the proportion of the 2000 US population in each age group. Age-adjusted rate is the sum of the weighted age-specific rates; expressed as cases per 10,000 residents.  A hospitalization is included if it has an ICD-9 principal diagnosis code of 410 or an ICD-10 rincipal diagnosis code of I21 or I22 and excluded if the patient was transfered from one urgrent care facility within NYC to another.",17,"per 10,000",2,NYS SPARCS Hospitalization,New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data,Y
91,Regular Exterminator Service,91,21,Number,Estimated number of households that reported regular exterminator service.,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
91,Regular Exterminator Service,92,22,Percent,"Estimated number of households in an area that reported regular exterminator service, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
92,Air Quality Advisory Days,200,,General population,"An AQI value of 100 corresponds to the current U.S. standard for a pollutant (0.075 ppm for ozone, 35 ug/m3 for PM2.5), and deviations from the standard are expressed as the pollutant concentration divided by the standard and multiplied by 100. Advisory days for the general public are counted when either ozone or PM2.5 levels are above 150.",,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
92,Air Quality Advisory Days,201,,Sensitive groups,"An AQI value of 100 corresponds to the current U.S. standard for a pollutant (0.075 ppm for ozone, 35 ug/m3 for PM2.5), and deviations from the standard are expressed as the pollutant concentration divided by the standard and multiplied by 100. Advisory days for sensitive groups are counted when either ozone or PM2.5 levels are above 100.",,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
93,Commercial Use of Insecticides,206,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, mechanical, or termiticide.",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
93,Commercial Use of Insecticides,207,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, ""mechanical"", or termiticide.",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
94,Commercial Use of Herbicides,209,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as fertilizer, herbicide, defoliant, herbicide terrestrial, herbicide aquatic, or plant growth regulator.",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
94,Commercial Use of Herbicides,210,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as fertilizer, herbicide, defoliant, herbicide terrestrial, herbicide aquatic, or plant growth regulator.",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
96,Commercial Use of Fungicides,211,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as fungistat, fungicide, fungicide/fungistat, or fungicide/nematicide.  Excludes products classified as disinfectant, sanitizer, microbicide, microbicide/microbistat, insect growth regulator, insecticide, miticide, or termiticide.",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
96,Commercial Use of Fungicides,686,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as fungistat, fungicide, fungicide/fungistat, or fungicide/nematicide.  Excludes products classified as disinfectant, sanitizer, microbicide, microbicide/microbistat, insect growth regulator, insecticide, miticide, or termiticide.",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
97,Commercial Use of Insecticides (Organophosphate),212,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class organophosphorous compound.",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
97,Commercial Use of Insecticides (Organophosphate),213,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and  containing active ingredient of the chemical class organophosphorous compound.",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
98,Commercial Use of Insecticides (Pyrethroid/Pyrethrin),214,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class pyrethrin or pyrethroid.",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
98,Commercial Use of Insecticides (Pyrethroid/Pyrethrin),215,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class pyrethrin or pyrethroid.",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
99,Insecticides (Carbamate),216,18,Liquid products,"Sum of gallons of liquid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredient of the chemical class N-methyl carbamate",15,gallons,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
99,Insecticides (Carbamate),217,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; and containing active ingredients of the chemical class N-methyl carbamate",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
100,"Commercial Use of ""Best Practice"" Products",218,20,Solid products,"Sum of pounds of solid pesticide applications that meet the following qualifications: classified as insect growth regulator, insecticide, miticide, or termiticide; having the term bait or gel in the product name, or containing active ingredients boric acid, disodium octaborate tetrahydrate, sodium tetraborate (pentahydrate), indoxacarb, silica gel, diatomaceous earth, (Z)-9-tricosene, S-methoprene, spinosad, hydramethylnon, pyriproxyfen, or fipronil; and not containing active ingredients of the chemical classes pyrethrins, pyrethroids, N-methyl carbamates or organophosphorous compounds. ",16,pounds,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
101,Tetralogy of Fallot,812,,Number,Number of live births diagnosed with Tetralogy of Fallot and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
101,Tetralogy of Fallot,813,6,Prevalence,"Number of live births diagnosed with Tetralogy of Fallot and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
102,Commercial Use of Rodenticides,208,20,Solid products,Sum of pounds of solid pesticide applications that are classified as rodenticide.,67,lb,13,NYS PSUR,New York State Pesticide Sales and Use Registry (PSUR),Y
103,Poverty,221,5,Percent,"Estimated number of people for whom poverty status is determined, whose annual income falls below 100% of the federal poverty level, divided by the number of people for whom poverty status is determined; expressed as percent.",10,,26,American Community Survey,American Community Survey,Y
103,Poverty,233,2,Number,"Estimated number of people for whom poverty status is determined, whose annual income falls below 100% of the federal poverty level.",10,,26,American Community Survey,American Community Survey,Y
103,Poverty,870,222,Rank,test,10,,26,American Community Survey,American Community Survey,Y
107,Homes with Cockroaches,245,,Percent,"Estimated number of households in an area that reported seeing at least one cockroach daily over the last month, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
107,Homes with Cockroaches,631,,Number,Estimated number of households that reported seeing at least one cockroach daily over the last month.,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
690,Thyroid Cancer,128,31,Average annual number (Males),Average annual number of male residents diagnosed with thyroid cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
690,Thyroid Cancer,129,33,Age-adjusted rate (Males),"Average annual number of male residents diagnosed with thyroid cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 male residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
690,Thyroid Cancer,130,32,Average annual number (Females),Average annual number of female residents diagnosed with thyroid cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
690,Thyroid Cancer,131,34,Age-adjusted rate (Females),"Average annual number of female residents diagnosed with thyroid cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
690,Thyroid Cancer,332,98,Average annual number,Average annual number of residents diagnosed with thyroid cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
690,Thyroid Cancer,333,99,Age-adjusted rate,"Average annual number of residents diagnosed with thyroid cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,144,31,Average annual number (Males),Average annual number of male residents diagnosed with chronic lymphocytic leukemia over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,145,33,Age-adjusted rate (Males),"Average annual number of male residents diagnosed with chronic lymphocytic leukemia over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 male residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,146,32,Average annual number (Females),Average annual number of female residents diagnosed with chronic lymphocytic leukemia over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,147,34,Age-adjusted rate  (Females),"Average annual number of female residents diagnosed with chronic lymphocytic leukemia over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,324,98,Average annual number,Average annual number of residents diagnosed with chronic lymphocytic leukemia over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
770,Chronic Lymphocytic Leukemia,325,99,Age-adjusted rate,"Average annual number of residents diagnosed with chronic lymphocytic leukemia over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
2017,Adults without a Smoke-Free Home Policy,292,5,Percent,"Estimated number of adults in an area without a policy that prohibits smoking anywhere in the home, divided by all adults in the area; expressed as percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2017,Adults without a Smoke-Free Home Policy,298,2,Number,"Estimated number of adults without a policy that prohibits smoking anywhere in the home, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2019,Cigarette Smoking among Adults,306,2,Number,"Estimated number of adults who report current, active smoking, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2019,Cigarette Smoking among Adults,307,5,Percent,"Estimated number of adults in an area who report current, active smoking, divided by all adults in the area; expressed as percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2020,Adults Reporting Secondhand Smoke at Work,308,2,Number,"Estimated number of adults exposed to second-hand smoke at work, rounded to the nearest 1,000. Adults who are exposed to second-hand smoke all or most of the time at work are considered to be exposed to second-hand smoke at work.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2020,Adults Reporting Secondhand Smoke at Work,309,5,Percent,"Estimated number of adults in an area exposed to second-hand smoke at work, divided by all adults in the area; expressed as percent. Adults who are exposed to second-hand smoke all or most of the time at work are considered to be exposed to second-hand smoke at work. ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2021,Cigarette Smoking among Youths,310,2,Number,"Estimated number of high school students who smoked cigarettes on one or more of the past 30 days, rounded to the nearest 1,000.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2021,Cigarette Smoking among Youths,311,5,Percent,"Estimated number of high school students who smoked cigarettes on one or more of the past 30 days, divided by total number of high school students; expressed as a percent.",10,,32,NYC YRBS,New York City Youth Risk Behavioral Survey,Y
2023,Fine Particulate Matter (PM2.5),365,,Mean,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and averaged. In NYC, fine particulate matter is measured in units of micrograms per cubic meter of air.",,mcg/m3,17,NYCCAS,New York City Community Air Survey,Y
2023,Fine Particulate Matter (PM2.5),368,,10th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 10th percentile identified. In NYC, fine particulate matter is measured in units of micrograms per cubic meter of air.",,mcg/m3,17,NYCCAS,New York City Community Air Survey,Y
2023,Fine Particulate Matter (PM2.5),369,,90th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 90th percentile identified. In NYC, fine particulate matter is measured in units of micrograms per cubic meter of air.",,mcg/m3,17,NYCCAS,New York City Community Air Survey,Y
2024,Black Carbon,370,,Mean,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and averaged. Black carbon levels are estimated using a method that measures absorbance.,46,absorbance units,17,NYCCAS,New York City Community Air Survey,Y
2024,Black Carbon,373,,10th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood, and the 10th percentile identified. Black carbon levels are estimated using a method that measures absorbance.",46,absorbance units,17,NYCCAS,New York City Community Air Survey,Y
2024,Black Carbon,374,,90th percentile,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 90th percentile identified. Black carbon levels are estimated using a method that measures absorbance.,46,absorbance units,17,NYCCAS,New York City Community Air Survey,Y
2025,Nitrogen Dioxide (NO2),375,,Mean,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and averaged. The gaseous pollutants in NYC are measured in units of parts per billion.,45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2025,Nitrogen Dioxide (NO2),378,,10th percentile,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 10th percentile identified. The gaseous pollutants in NYC are measured in units of parts per billion.,45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2025,Nitrogen Dioxide (NO2),379,,90th percentile,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 90th percentile identified. The gaseous pollutants in NYC are measured in units of parts per billion.,45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2026,Sulfur Dioxide (SO2),383,,Mean,"Data collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then smoothed using GIS, assigned to the appropriate NYC neighborhood, and averaged. The gaseous pollutants in NYC are measured in units of parts per billion.",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2026,Sulfur Dioxide (SO2),384,,10th percentile,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 10th percentile identified. The gaseous pollutants in NYC are measured in units of parts per billion.,45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2026,Sulfur Dioxide (SO2),385,,90th percentile,Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specific time period. The results were then assigned to the appropriate NYC neighborhood and the 90th percentile identified. The gaseous pollutants in NYC are measured in units of parts per billion.,45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2027,Ozone (O3),386,,Mean,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and averaged. In NYC, ozone is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2027,Ozone (O3),389,,10th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and the 10th percentile determined. In NYC, ozone is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2027,Ozone (O3),390,,90th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period. The results were then assigned to the appropriate NYC neighborhood and the 90th percentile determined. In NYC, ozone is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2028,Nitric Oxide (NO),391,,Mean,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period.  The results were then assigned to the appropriate NYC neighborhood and averaged. In NYCCAS, nitric oxide is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2028,Nitric Oxide (NO),394,,10th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period.  The results were then assigned to the appropriate NYC neighborhood and the 10th percentile determined.  In NYCCAS, nitric oxide is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2028,Nitric Oxide (NO),395,,90th percentile,"Air samples collected at specific NYCCAS monitoring sites along with information about emissions sources were incorporated into a statistical model that predicted pollutant concentrations at all locations in NYC for the specified time period.  The results were then assigned to the appropriate NYC neighborhood and the 90th percentile determined. In NYCCAS, nitric oxide is measured in units of parts per billion (ppb).",45,ppb,17,NYCCAS,New York City Community Air Survey,Y
2030,Adults Reporting Bed Bugs in their Home,397,2,Number,"Estimated number of adults reporting a problem with bed bugs that required an exterminator, in the past 12 months, rounded to the nearest 1,000",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2030,Adults Reporting Bed Bugs in their Home,398,5,Percent,"Estimated number of adults reporting a problem with bed bugs that required an exterminator, in the past 12 months, divided by the number of adults, expressed as a percent",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
2031,Leukemia in Children,399,,Average annual number,"Average annual number of resident children, less than 15 years old, diagnosed with leukemia over the 5 year period.",10,,12,NYS CR,New York State Cancer Registry,Y
2031,Leukemia in Children,401,,Age-adjusted rate,"Average annual number of resident children, less than 15 years old, diagnosed with leukemia over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Age-adjusted rate is the sum of these weighted rates; expressed as cases per 1,000,000 children.",49,"per 1,000,000 children",12,NYS CR,New York State Cancer Registry,Y
2033,Brain and CNS Cancer in Children,403,,Average annual number,"Average annual number of resident children, less than 15 years old, diagnosed with brain and central nervous system cancer over the 5 year period.",10,,12,NYS CR,New York State Cancer Registry,Y
2033,Brain and CNS Cancer in Children,405,,Age-adjusted rate,"Average annual number of resident children, less than 15 years old, diagnosed with brain and central nervous system cancer over 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Age-adjusted rate is the sum of these weighted rates; expressed as cases per 1,000,000 children.",49,"per 1,000,000 children",12,NYS CR,New York State Cancer Registry,Y
2035,Acute Myeloid Leukemia in Children,407,,Average annual number,"Average annual number of resident children, less than 15 years old, diagnosed with acute myeloid leukemia cancer over the 5 year period.",10,,12,NYS CR,New York State Cancer Registry,Y
2035,Acute Myeloid Leukemia in Children,409,,Age-adjusted rate,"Average annual number of resident children, less than 15 years old, diagnosed with acute myeloid leukemia cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Age-adjusted rate is the sum of these weighted rates; expressed as cases per 1,000,000 children.",49,"per 1,000,000 children",12,NYS CR,New York State Cancer Registry,Y
2037,Acute Lymphocytic Leukemia in Children,411,,Average annual number,"Average annual number of resident children, less than 15 years old, diagnosed with acute lymphocytic leukemia over the 5 year period.",10,,12,NYS CR,New York State Cancer Registry,Y
2037,Acute Lymphocytic Leukemia in Children,413,,Age-adjusted rate,"Average annual number of resident children, less than 15 years old, diagnosed with acute lymphocytic leukemia over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Age-adjusted rate is the sum of these weighted rates; expressed as cases per 1,000,000 children.",49,"per 1,000,000 children",12,NYS CR,New York State Cancer Registry,Y
2039,Total Cancer in Children,415,,Average annual number,"Average number of resident children, less than 20 years old, diagnosed with cancer over the 5 year period.",10,,12,NYS CR,New York State Cancer Registry,Y
2039,Total Cancer in Children,416,,Age-adjusted rate,"Average annual number of resident children, less than 20 years old,  diagnosed with cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Age-adjusted rate is the sum of these weighted rates; expressed as cases per 1,000,000 children.",49,"per 1,000,000 children",12,NYS CR,New York State Cancer Registry,Y
2041,Nitrate in Drinking Water,423,,Annual average concentration,"Samples are collected from entry points to the drinking water distribution system. Samples may not be required every year; the most recent available sample result is used to calculate the average. If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. Total concentrations are averaged over the year and compared to the Maximum Contaminant Level (MCL), which is the highest level of a contamimant that is allowed in drinking water, according to regulatory standards.",36,mg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2041,Nitrate in Drinking Water,424,,Maximum concentration,"Samples are collected from entry points to the drinking water distribution system. Samples may not be required every year; the most recent available sample result is used to calculate the maximum concentration. If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each year and compared to the Maximum Contaminant Level (MCL), which is the highest level of a contamimant that is allowed in drinking water, according to regulatory standards.",36,mg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2041,Nitrate in Drinking Water,425,,Number (samples),The number of nitrate samples taken at entry points to the distribution system.,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2041,Nitrate in Drinking Water,426,,Number (sample locations),Number of sampling locations.,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2041,Nitrate in Drinking Water,531,,Maximum allowable contaminant level (MCL),"The highest level of nitrate that is allowed in drinking water, according to regulatory standards.",36,mg/L,38,US EPA,United States Environmental Protection Agency (EPA),Y
2043,Disinfection By-Product in Drinking Water (HAA5),431,,Annual average concentration,"Samples are collected from the drinking water distribution system, and concentrations of trichloroacetic acid, dichloroacetic acid, monochloroacetic acid, dibromoacetic acid and monobromoacetic acid are summed within samples to derive a measure of total total  haloacetic acids (five) (HAA5) . If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. Total concentrations are averaged over the year.",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2043,Disinfection By-Product in Drinking Water (HAA5),432,,Maximum concentration,"Samples are collected from the drinking water distribution system, and concentrations of trichloroacetic acid, dichloroacetic acid, monochloroacetic acid, dibromoacetic acid and monobromoacetic acid are summed within samples to derive a measure of total total  haloacetic acids (five) (HAA5) . If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each year.",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2043,Disinfection By-Product in Drinking Water (HAA5),433,,Number (samples),The number of total haloacetic acids (five) (HAA5) samples taken throughout the distribution system.,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2043,Disinfection By-Product in Drinking Water (HAA5),434,,Number (sample locations),Number of sampling total haloacetic acids (five) (HAA5) locations.,10,,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
2043,Disinfection By-Product in Drinking Water (HAA5),529,,Maximum allowable contaminant level (MCL),"The highest level of total haloacetic acids (five) (HAA5) that is allowed in drinking water, according to regulatory standards.",47,µg/L,38,US EPA,United States Environmental Protection Agency (EPA),Y
2043,Disinfection By-Product in Drinking Water (HAA5),858,,Quarterly maximum concentration,"Samples are collected from the drinking water distribution system, and concentrations of trichloroacetic acid, dichloroacetic acid, monochloroacetic acid, dibromoacetic acid and monobromoacetic acid are summed within samples to derive a measure of total total haloacetic acids (five) (HAA5). If a concentration is below the limit of detection (LOD), a value equal to one half the LOD is assigned. The maximum total concentration is identified for each quarter.",47,µg/L,35,NYS SDWIS,New York State Safe Drinking Water Information System,Y
